quote,author,tags
"“when we honestly ask ourselves which person in our lives mean the most to us, we often find that it is those who, instead of giving advice, solutions, or cures, have chosen rather to share our pain and touch our wounds with a warm and tender hand. the friend who can be silent with us in a moment of despair or confusion, who can stay with us in an hour of grief and bereavement, who can tolerate not knowing, not curing, not healing and face with us the reality of our powerlessness, that is a friend who cares.”","Henri Nouwen,",['general']
“numbing the pain for a while will make it worse when you finally feel it.”,"J.K. Rowling,",['general']
"“i finally understood what true love meant...love meant that you care for another person's happiness more than your own, no matter how painful the choices you face might be.”","Nicholas Sparks,",['general']
“you can never be overdressed or overeducated.”,Oscar Wilde,['general']
“just because you have the emotional range of a teaspoon doesn't mean we all have.”,"J.K. Rowling,",['general']
“it is one of the blessings of old friends that you can afford to be stupid with them.”,"Ralph Waldo Emerson,",['general']
"“the one you love and the one who loves you are never, ever the same person.”","Chuck Palahniuk,",['general']
“be careful about reading health books. some fine day you'll die of a misprint.”,Markus Herz,['general']
“have you ever noticed how â€˜what the hellâ€™ is always the right decision to make?”,"Terry Johnson,",['general']
"“books are the quietest and most constant of friends; they are the most accessible and wisest of counselors, and the most patient of teachers.”",Charles W. Eliot,['general']
"“you can't live your life for other people. you've got to do what's right for you, even if it hurts some people you love.”","Nicholas Sparks,",['general']
“an eye for an eye will only make the whole world blind.”,Mahatma Gandhi,['general']
“if you're gonna be two-faced at least make one of them pretty.”,Marilyn Monroe,['general']
"“until i feared i would lose it, i never loved to read. one does not love breathing.”","Harper Lee,",['general']
“the saddest aspect of life right now is that science gathers knowledge faster than society gathers wisdom.”,Isaac Asimov,['general']
"“i would rather walk with a friend in the dark, than alone in the light.”",Helen Keller,['general']
"“so i walked back to my room and collapsed on the bottom bunk, thinking that if people were rain, i was drizzle and she was a hurricane.”","John Green,",['general']
“music expresses that which cannot be put into words and that which cannot remain silent”,Victor hugo,['general']
"“i speak to everyone in the same way, whether he is the garbage man or the president of the university.”",Albert Einstein,['general']
"“a great book should leave you with many experiences, and slightly exhausted at the end. you live several lives while reading.”","William Styron,",['general']
"“the truth will set you free, but first it will piss you off.”","Joe Klaas,",['general']
“do you hate people?â€�â€œi don't hate them...i just feel better when they're not around.”,"Charles Bukowski,",['general']
“creativity is knowing how to hide your sources”,C.E.M. Joad,['general']
“how wonderful it is that nobody need wait a single moment before starting to improve the world.”,"Anne Frank,",['general']
“i am no bird; and no net ensnares me: i am a free human being with an independent will.”,"Charlotte BrontÃ«,",['general']
"“fate is like a strange, unpopular restaurant filled with odd little waiters who bring you things you never asked for and don't always like.”",Lemony Snicket,['general']
"“is this the part where you start tearing off strips of your shirt to bind my wounds?""""if you wanted me to rip my clothes off, you should have just asked.”","Cassandra Clare,",['general']
“a children's story that can only be enjoyed by children is not a good children's story in the slightest.”,C.S. Lewis,['general']
"“the seven social sins are: wealth without work. pleasure without conscience. knowledge without character. commerce without morality. science without humanity. worship without sacrifice. politics without principle.from a sermon given by frederick lewis donaldson in westminster abbey, london, on march 20, 1925.”",Frederick Lewis Donaldson,['general']
“you will never be happy if you continue to search for what happiness consists of. you will never live if you are looking for the meaning of life.”,Albert Camus,['general']
